SNo.,document_id,source_group,corpus_pack,file_name,file_extension,relative_path,absolute_path,file_size_bytes,last_modified_datetime,sha256_checksum,supported_file_type,extraction_method_hint,index_in_rag,ingest_status,notes
20,DOC_000021,client_data,TXN_HELIOS_001,Synthetic_Project_Helios_IC_Deck.pptx,.pptx,client_data/TXN_HELIOS_001/Synthetic_Project_Helios_IC_Deck.pptx,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/client_data/TXN_HELIOS_001/Synthetic_Project_Helios_IC_Deck.pptx,254303,2026-06-25 17:23:22,982d6acebe2bb8c93072056f618ae866423f69f54bfddb803ebfd970fde65715,Yes,extract_ppt_text,No,pending,
21,DOC_000022,corpus_data,02_Benchmark_and_Market_Data,Ormat_Technologies_companyfacts.json:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/Ormat_Technologies_companyfacts.json:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/Ormat_Technologies_companyfacts.json:Zone.Identifier,25,2026-06-25 17:55:39,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
22,DOC_000023,corpus_data,02_Benchmark_and_Market_Data,WDI_001_GDP_Growth_2010_2025.csv:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/WDI_001_GDP_Growth_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_001_GDP_Growth_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:55:57,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
23,DOC_000024,corpus_data,02_Benchmark_and_Market_Data,2024_v3_Workbook_Corrected_04_02_2025.xlsx:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/2024_v3_Workbook_Corrected_04_02_2025.xlsx:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/2024_v3_Workbook_Corrected_04_02_2025.xlsx:Zone.Identifier,25,2026-06-25 17:56:13,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
24,DOC_000025,corpus_data,02_Benchmark_and_Market_Data,AES_Corporation_companyfacts.json,.json,corpus/02_Benchmark_and_Market_Data/AES_Corporation_companyfacts.json,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/AES_Corporation_companyfacts.json,12923182,2026-06-25 17:23:22,1ece1c4d73b47b1ba28edb71f9f8083731e9bebabab220a5f589caa377d4c0b8,Yes,read_json_file,Yes,pending,
25,DOC_000026,corpus_data,02_Benchmark_and_Market_Data,WorldBank_PPI_Energy_Renewables_2000_2024.xlsx:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/WorldBank_PPI_Energy_Renewables_2000_2024.xlsx:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WorldBank_PPI_Energy_Renewables_2000_2024.xlsx:Zone.Identifier,25,2026-06-25 17:23:22,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
26,DOC_000027,corpus_data,02_Benchmark_and_Market_Data,WorldBank_PPI_Energy_Renewables_2000_2024.xlsx,.xlsx,corpus/02_Benchmark_and_Market_Data/WorldBank_PPI_Energy_Renewables_2000_2024.xlsx,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WorldBank_PPI_Energy_Renewables_2000_2024.xlsx,12904255,2026-06-25 17:23:22,ec4f60c0f9c14ad18ba08fa72417f2d362d10720fd13292199299e66db18311f,Yes,extract_excel_tables,No,pending,
27,DOC_000028,corpus_data,02_Benchmark_and_Market_Data,AES_Corporation_companyfacts.json:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/AES_Corporation_companyfacts.json:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/AES_Corporation_companyfacts.json:Zone.Identifier,25,2026-06-25 17:55:39,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
28,DOC_000029,corpus_data,02_Benchmark_and_Market_Data,WDI_002_Inflation_2010_2025.csv:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/WDI_002_Inflation_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_002_Inflation_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:55:57,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
29,DOC_000030,corpus_data,02_Benchmark_and_Market_Data,2024_v3_Model_Parameters.csv,.csv,corpus/02_Benchmark_and_Market_Data/2024_v3_Model_Parameters.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/2024_v3_Model_Parameters.csv,10214121,2026-06-25 17:23:21,29be470f7646a8930493b860a0ef1a4843821d5dc13951a7e5ceb350efe3948e,Yes,read_csv_table,No,pending,
30,DOC_000031,corpus_data,02_Benchmark_and_Market_Data,Ormat_Technologies_companyfacts.json,.json,corpus/02_Benchmark_and_Market_Data/Ormat_Technologies_companyfacts.json,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/Ormat_Technologies_companyfacts.json,9910432,2026-06-25 17:23:22,010747409414cf1972dc453e3ccccf9a01c824f845a30ca74f37a02d823dee3f,Yes,read_json_file,Yes,pending,
31,DOC_000032,corpus_data,02_Benchmark_and_Market_Data,WDI_004_GDP_Current_USD_2010_2025.csv,.csv,corpus/02_Benchmark_and_Market_Data/WDI_004_GDP_Current_USD_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_004_GDP_Current_USD_2010_2025.csv,12532,2026-06-25 17:23:22,8e80b111bf945ac1832397f85e77b5b109129799d60831f3a2463e74ecf008c1,Yes,read_csv_table,No,pending,
32,DOC_000033,corpus_data,02_Benchmark_and_Market_Data,README.txt,.txt,corpus/02_Benchmark_and_Market_Data/README.txt,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/README.txt,77,2026-06-25 17:23:21,5495840e8a32d3d8a2b2f0b0371775d8a43b7e61a9d3b321d345d2fada8c4276,Yes,read_text_file,Yes,pending,
33,DOC_000034,corpus_data,02_Benchmark_and_Market_Data,Enphase_Energy_companyfacts.json,.json,corpus/02_Benchmark_and_Market_Data/Enphase_Energy_companyfacts.json,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/Enphase_Energy_companyfacts.json,6498007,2026-06-25 17:23:22,4552cb1ea1abfc62e09384db33ac1f252e6611b4faaf55e70deef364f426f5cb,Yes,read_json_file,Yes,pending,
34,DOC_000035,corpus_data,02_Benchmark_and_Market_Data,NextEra_Energy_companyfacts.json,.json,corpus/02_Benchmark_and_Market_Data/NextEra_Energy_companyfacts.json,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/NextEra_Energy_companyfacts.json,8288239,2026-06-25 17:23:22,656af644868e4c0c448c46c7cdff9599bfea318b16823d750325b6dd9c4d6d6d,Yes,read_json_file,Yes,pending,
35,DOC_000036,corpus_data,02_Benchmark_and_Market_Data,README.txt:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/README.txt:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/README.txt:Zone.Identifier,25,2026-06-25 17:23:21,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
36,DOC_000037,corpus_data,02_Benchmark_and_Market_Data,First_Solar_companyfacts.json,.json,corpus/02_Benchmark_and_Market_Data/First_Solar_companyfacts.json,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/First_Solar_companyfacts.json,9843855,2026-06-25 17:23:22,814b6914fb70db70a49490c94762265cff85f8e50d850c1ff64387db4e69a486,Yes,read_json_file,Yes,pending,
37,DOC_000038,corpus_data,02_Benchmark_and_Market_Data,WDI_003_Official_Exchange_Rate_2010_2025.csv:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/WDI_003_Official_Exchange_Rate_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_003_Official_Exchange_Rate_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:55:57,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
38,DOC_000039,corpus_data,02_Benchmark_and_Market_Data,WDI_004_GDP_Current_USD_2010_2025.csv:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/WDI_004_GDP_Current_USD_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_004_GDP_Current_USD_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:55:57,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
39,DOC_000040,corpus_data,02_Benchmark_and_Market_Data,WDI_003_Official_Exchange_Rate_2010_2025.csv,.csv,corpus/02_Benchmark_and_Market_Data/WDI_003_Official_Exchange_Rate_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_003_Official_Exchange_Rate_2010_2025.csv,17353,2026-06-25 17:23:22,d8a5f41d9aafd0304014b0a0ca5d86c32af70a33635c0edf2468b1886b5b2e30,Yes,read_csv_table,No,pending,
40,DOC_000041,corpus_data,02_Benchmark_and_Market_Data,WDI_001_GDP_Growth_2010_2025.csv,.csv,corpus/02_Benchmark_and_Market_Data/WDI_001_GDP_Growth_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_001_GDP_Growth_2010_2025.csv,13675,2026-06-25 17:23:22,dea4878b68eb5b25e15ef009cfc12082ebec38087cc382aa2c899da19913dd3d,Yes,read_csv_table,No,pending,
41,DOC_000042,corpus_data,02_Benchmark_and_Market_Data,First_Solar_companyfacts.json:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/First_Solar_companyfacts.json:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/First_Solar_companyfacts.json:Zone.Identifier,25,2026-06-25 17:55:39,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
42,DOC_000043,corpus_data,02_Benchmark_and_Market_Data,WDI_002_Inflation_2010_2025.csv,.csv,corpus/02_Benchmark_and_Market_Data/WDI_002_Inflation_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WDI_002_Inflation_2010_2025.csv,16065,2026-06-25 17:23:22,5e0be78cfd3eb441af53a2cab986529157a0ae37e29c9e6b756f3f0c3058170c,Yes,read_csv_table,No,pending,
43,DOC_000044,corpus_data,02_Benchmark_and_Market_Data,source_urls.csv:Zone.Identifier:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/source_urls.csv:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/source_urls.csv:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:56:14,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
44,DOC_000045,corpus_data,02_Benchmark_and_Market_Data,WorldBank_PPI_Energy_Renewables_2000_2024.xlsx:Zone.Identifier:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/WorldBank_PPI_Energy_Renewables_2000_2024.xlsx:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/WorldBank_PPI_Energy_Renewables_2000_2024.xlsx:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:55:50,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
45,DOC_000046,corpus_data,02_Benchmark_and_Market_Data,source_urls.csv,.csv,corpus/02_Benchmark_and_Market_Data/source_urls.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/source_urls.csv,312,2026-06-25 17:23:21,697b3f950f6594ec73af6c22b2af3847c86f4c1eb2a216b69e4ae48ac18bc41d,Yes,read_csv_table,No,pending,
46,DOC_000047,corpus_data,02_Benchmark_and_Market_Data,source_urls.csv:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/source_urls.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/source_urls.csv:Zone.Identifier,25,2026-06-25 17:23:21,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
47,DOC_000048,corpus_data,02_Benchmark_and_Market_Data,NextEra_Energy_companyfacts.json:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/NextEra_Energy_companyfacts.json:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/NextEra_Energy_companyfacts.json:Zone.Identifier,25,2026-06-25 17:55:39,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
48,DOC_000049,corpus_data,02_Benchmark_and_Market_Data,2024_v3_Workbook_Corrected_04_02_2025.xlsx,.xlsx,corpus/02_Benchmark_and_Market_Data/2024_v3_Workbook_Corrected_04_02_2025.xlsx,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/2024_v3_Workbook_Corrected_04_02_2025.xlsx,5008097,2026-06-25 17:23:21,34316344383535a8bf9eb220bc54282cff75bcbc332a38e8c10a17c487dc8e46,Yes,extract_excel_tables,No,pending,
49,DOC_000050,corpus_data,02_Benchmark_and_Market_Data,README.txt:Zone.Identifier:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/README.txt:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/README.txt:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:56:14,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
50,DOC_000051,corpus_data,02_Benchmark_and_Market_Data,Enphase_Energy_companyfacts.json:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/Enphase_Energy_companyfacts.json:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/Enphase_Energy_companyfacts.json:Zone.Identifier,25,2026-06-25 17:55:39,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
51,DOC_000052,corpus_data,02_Benchmark_and_Market_Data,2024_v3_Model_Parameters.csv:Zone.Identifier,.identifier,corpus/02_Benchmark_and_Market_Data/2024_v3_Model_Parameters.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/02_Benchmark_and_Market_Data/2024_v3_Model_Parameters.csv:Zone.Identifier,25,2026-06-25 17:56:13,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
52,DOC_000053,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_feature_matrix.csv:Zone.Identifier:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/synthetic_project_cost_feature_matrix.csv:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_feature_matrix.csv:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:57:12,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
53,DOC_000054,corpus_data,03_ML_Input_Datasets,WDI_001_GDP_Growth_2010_2025.csv:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/WDI_001_GDP_Growth_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_001_GDP_Growth_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:57:29,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
54,DOC_000055,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_feature_matrix.csv:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/synthetic_project_cost_feature_matrix.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_feature_matrix.csv:Zone.Identifier,25,2026-06-25 17:23:22,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
55,DOC_000056,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_ledger.csv:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.csv:Zone.Identifier,25,2026-06-25 17:23:22,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
56,DOC_000057,corpus_data,03_ML_Input_Datasets,WDI_002_Inflation_2010_2025.csv:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/WDI_002_Inflation_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_002_Inflation_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:57:20,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
57,DOC_000058,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_ledger.csv:Zone.Identifier:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.csv:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.csv:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:57:12,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
58,DOC_000059,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_ledger.xlsx:Zone.Identifier:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.xlsx:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.xlsx:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:57:12,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
59,DOC_000060,corpus_data,03_ML_Input_Datasets,WDI_004_GDP_Current_USD_2010_2025.csv,.csv,corpus/03_ML_Input_Datasets/WDI_004_GDP_Current_USD_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_004_GDP_Current_USD_2010_2025.csv,12532,2026-06-25 17:23:22,8e80b111bf945ac1832397f85e77b5b109129799d60831f3a2463e74ecf008c1,Yes,read_csv_table,No,pending,
60,DOC_000061,corpus_data,03_ML_Input_Datasets,README.txt,.txt,corpus/03_ML_Input_Datasets/README.txt,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/README.txt,62,2026-06-25 17:23:22,1909b9d81dec50e875416e3319004ae6aae3aef81916d25b7f90c3f680ddc779,Yes,read_text_file,Yes,pending,
61,DOC_000062,corpus_data,03_ML_Input_Datasets,README.txt:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/README.txt:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/README.txt:Zone.Identifier,25,2026-06-25 17:23:22,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
62,DOC_000063,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_ledger.xlsx:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.xlsx:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.xlsx:Zone.Identifier,25,2026-06-25 17:23:22,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
63,DOC_000064,corpus_data,03_ML_Input_Datasets,WDI_003_Official_Exchange_Rate_2010_2025.csv:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/WDI_003_Official_Exchange_Rate_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_003_Official_Exchange_Rate_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:57:20,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
64,DOC_000065,corpus_data,03_ML_Input_Datasets,WDI_004_GDP_Current_USD_2010_2025.csv:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/WDI_004_GDP_Current_USD_2010_2025.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_004_GDP_Current_USD_2010_2025.csv:Zone.Identifier,25,2026-06-25 17:57:20,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
65,DOC_000066,corpus_data,03_ML_Input_Datasets,WDI_003_Official_Exchange_Rate_2010_2025.csv,.csv,corpus/03_ML_Input_Datasets/WDI_003_Official_Exchange_Rate_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_003_Official_Exchange_Rate_2010_2025.csv,17353,2026-06-25 17:23:22,d8a5f41d9aafd0304014b0a0ca5d86c32af70a33635c0edf2468b1886b5b2e30,Yes,read_csv_table,No,pending,
66,DOC_000067,corpus_data,03_ML_Input_Datasets,WDI_001_GDP_Growth_2010_2025.csv,.csv,corpus/03_ML_Input_Datasets/WDI_001_GDP_Growth_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_001_GDP_Growth_2010_2025.csv,13675,2026-06-25 17:23:22,dea4878b68eb5b25e15ef009cfc12082ebec38087cc382aa2c899da19913dd3d,Yes,read_csv_table,No,pending,
67,DOC_000068,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_feature_matrix.csv,.csv,corpus/03_ML_Input_Datasets/synthetic_project_cost_feature_matrix.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_feature_matrix.csv,4081,2026-06-25 17:23:22,3b2ad02b3278d3183a709b20dc10dfb422884127829634093e07915a8b667a31,Yes,read_csv_table,No,pending,
68,DOC_000069,corpus_data,03_ML_Input_Datasets,WDI_002_Inflation_2010_2025.csv,.csv,corpus/03_ML_Input_Datasets/WDI_002_Inflation_2010_2025.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/WDI_002_Inflation_2010_2025.csv,16065,2026-06-25 17:23:22,5e0be78cfd3eb441af53a2cab986529157a0ae37e29c9e6b756f3f0c3058170c,Yes,read_csv_table,No,pending,
69,DOC_000070,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_ledger.csv,.csv,corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.csv,83884,2026-06-25 17:23:22,cd93848b9e154fd7a27329eb869693cea769a94d3b134eaf11d1574511825ad4,Yes,read_csv_table,No,pending,
70,DOC_000071,corpus_data,03_ML_Input_Datasets,README.txt:Zone.Identifier:Zone.Identifier,.identifier,corpus/03_ML_Input_Datasets/README.txt:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/README.txt:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:57:20,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
71,DOC_000072,corpus_data,03_ML_Input_Datasets,synthetic_project_cost_ledger.xlsx,.xlsx,corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.xlsx,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/03_ML_Input_Datasets/synthetic_project_cost_ledger.xlsx,48159,2026-06-25 17:23:22,163f34c144b892f34ad69d54e8452319b75cd27d84a1f8387e230949899f9bb6,Yes,extract_excel_tables,No,pending,
72,DOC_000073,corpus_data,04_Seed_Libraries,completeness_checklist.csv:Zone.Identifier,.identifier,corpus/04_Seed_Libraries/completeness_checklist.csv:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/04_Seed_Libraries/completeness_checklist.csv:Zone.Identifier,25,2026-06-25 17:23:22,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
73,DOC_000074,corpus_data,04_Seed_Libraries,renewable_energy_risk_taxonomy.csv,.csv,corpus/04_Seed_Libraries/renewable_energy_risk_taxonomy.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/04_Seed_Libraries/renewable_energy_risk_taxonomy.csv,2790,2026-06-25 17:23:22,7fb232f498baec3d8bfbd895fa00f2a2c50e48b6ee639e9052562253faf7ffc2,Yes,read_csv_table,No,pending,
74,DOC_000075,corpus_data,04_Seed_Libraries,synthetic_historical_ic_qa.csv,.csv,corpus/04_Seed_Libraries/synthetic_historical_ic_qa.csv,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/04_Seed_Libraries/synthetic_historical_ic_qa.csv,41675,2026-06-25 17:23:22,b191818dcf1a629c71c3e7408b1e706bb64fc1e3b6d1531ccbd9203c8e5e62e1,Yes,read_csv_table,No,pending,
75,DOC_000076,corpus_data,04_Seed_Libraries,completeness_checklist.csv:Zone.Identifier:Zone.Identifier,.identifier,corpus/04_Seed_Libraries/completeness_checklist.csv:Zone.Identifier:Zone.Identifier,/home/anurag_sarangi/projects/global_rag_pipeline/global_rag/corpus/04_Seed_Libraries/completeness_checklist.csv:Zone.Identifier:Zone.Identifier,25,2026-06-25 17:47:45,b952d24cf701bc4e7a7d21e1ae85c611824e80579a89836c0cb49b193446ccfe,No,unknown,No,pending,
